Project,Location,Foundation Date,Classification,Likely Reason,Suggested Action,Raw Rows (same proj+loc),Raw Rows With Start Date,Raw Min Start Date,Raw Location Variants,Raw Line Variants,Daily Rows (same proj+loc),Daily Rows With Start Date,Daily Min Start Date,Daily Line Variants,Project DPR File (latest)
TA 512,46/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 512 - DPR - 2026-05-19.xlsx
TA 512,47/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 512 - DPR - 2026-05-19.xlsx
TA 512,5/8,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 512 - DPR - 2026-05-19.xlsx
TA 512,7/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 512 - DPR - 2026-05-19.xlsx
TA 513,14/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,14/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,14/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,15B/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,18/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,18/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,19/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,21/6,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,21/7,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,23/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,23/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,23/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,23/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,23/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,23/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,23/6,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,24/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,24/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,24/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,24/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,26/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,28/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,28/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,3/10,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,3/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,3/6,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,30/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,30/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,30/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,30/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,31/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,31/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,32B/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,36/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,36/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,37/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,51/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,52/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,52/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,52/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,52/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,52/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,55/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,55/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,55/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,55/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,55/7,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,56/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,56/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,64/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,64/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 513,64/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 513 - DPR - 2026-05-19.xlsx
TA 601,100/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,48/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,48/7,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,49/10,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,49/11,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,49/8,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,49/9,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,50/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,50/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,50/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,50/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,51/10,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,51/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,51/6,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,51/7,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,51/8,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,52/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,53/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,53/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,56/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,59/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,59/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,60/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,60/8,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,65/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,66/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,66/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,67/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,67/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,69/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,69/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,70/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,70/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,70/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,70/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,73/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,73/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,77/6,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,77/8,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,78/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,79/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,80/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,81/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,83/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,84/6,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,89/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,90/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,94/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 601,99/12,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 601 - DPR - 2026-05-19.xlsx
TA 602,102/11,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,102/8,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,102/9,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,103/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,103/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,103/3,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,107/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,107/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,107/2,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,107/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,108/0,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,108/1,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,108/4,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,108/5,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,108/6,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
TA 602,108/7,,A_TRUE_MISSING_IN_ERECTION_RAW,Location absent in raw erection DPR parsed data,Treat as true missing erection start unless location exists in source DPR under different code/token,0,0,,,,0,0,,,TA 602 - DPR - 2026-05-18.xlsx
